,index,video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count,rep_start,rep_end
345,1649,Zd8JopgebnI,jumping jacks,21,31,21.0,30.976643,10,0,299
346,1650,Zsdwn1oZLU0,jumping jacks,377,387,377.0,381.571238,3,0,137
347,1651,a0THvWEuNTQ,jumping jacks,0,10,0.0,6.006006,6,0,180
348,1652,c6ScBnbLCIs,jumping jacks,58,68,59.034483,67.37931,10,31,281
349,1653,eJaEi7R9AR8,jumping jacks,11,21,11.0,17.066667,7,0,182
350,1654,fGoWWMmutoI,jumping jacks,0,10,0.0,5.872539,6,0,176
351,1655,f-lTLahgneY,jumping jacks,80,90,80.0,89.976643,13,0,299
352,1656,gO3-bEzizrs,jumping jacks,11,21,11.0,14.303303,3,0,99
353,1657,gO7VgD-sptY,jumping jacks,17,27,17.0,20.73707,4,0,112
354,1658,gO7VgD-sptY,jumping jacks,17,27,22.271939,26.976643,4,158,299
355,1659,gj6KT4RLlPU,jumping jacks,173,183,173.0,178.805806,7,0,174
356,1660,hf721om62L8,jumping jacks,0,10,0.0,6.072739,4,0,182
357,1661,joJiwtgnt_U,jumping jacks,8,18,11.357143,17.571429,7,100,287
358,1662,j5QeY7ZH5-8,jumping jacks,0,10,0.0,6.47314,3,0,194
359,1663,mdYOiPom9uA,jumping jacks,20,30,26.0,29.28,4,180,278
360,1664,mmxHocYL1nY,jumping jacks,0,10,0.0,5.872539,5,0,176
361,1665,m7Hwkg-Pm3k,jumping jacks,2,12,2.0,8.37304,7,0,191
362,1666,nOq7_pG0Ee0,jumping jacks,4,14,4.0,12.866667,4,0,266
363,1667,niIEtKMytoE,jumping jacks,13,23,13.0,16.595769,4,0,107
364,1668,n1vV9GFxZYs,jumping jacks,0,10,0.0,10.0,7,0,300
365,1669,oLifGBGxjtc,jumping jacks,0,10,0.0,4.704705,5,0,141
366,1670,orQ1fMhzlPs,jumping jacks,10,20,11.666667,20.0,4,50,300
367,1671,o6rViWIN5tw,jumping jacks,9,19,9.0,18.976643,6,0,299
368,1672,pORy8zC5g1M,jumping jacks,32,42,32.0,41.957235,8,0,298
369,1673,pvGYNB7pct0,jumping jacks,58,68,58.0,67.943277,11,0,298
370,1674,qOf1R4dmPbE,jumping jacks,17,27,22.24,27.0,6,157,300
371,1675,qQWZNLuOdLw,jumping jacks,0,10,0.0,9.209209,10,0,276
372,1676,q27JCiQs6rc,jumping jacks,0,10,0.333667,5.672339,5,10,170
373,1677,rDXDNSdTKjo,jumping jacks,10,20,10.0,11.833333,2,0,54
374,1678,r50WyKinMug,jumping jacks,56,66,59.6,61.96,2,108,178
375,1679,smbqyi6PbMM,jumping jacks,26,36,26.0,31.038372,6,0,151
376,1680,sogf7E6HoQ8,jumping jacks,0,10,0.927536,5.449275,5,27,163
377,1681,s4RscMfmi6Y,jumping jacks,84,94,84.0,94.0,12,0,300
378,1682,tLzQcJKJZvA,jumping jacks,0,10,0.0,9.166667,10,0,275
379,1683,t3qaRuTIaGc,jumping jacks,9,19,11.335669,14.155155,4,70,154
380,1684,ubP9lG6Xv-k,jumping jacks,0,10,0.0,8.3,9,0,249
381,1685,ul4uH-0lIm0,jumping jacks,11,21,11.0,13.235569,2,0,67
382,1686,vdJvRNtFkBQ,jumping jacks,57,67,61.6,67.0,5,138,300
383,1687,v-r4QHr9EPQ,jumping jacks,1,11,3.266667,9.933333,7,68,267
384,1688,w-qqx2l30tY,jumping jacks,15,25,19.421088,23.633634,4,132,259
385,1689,xGH01du4DDM,jumping jacks,158,168,158.0,167.927421,12,0,297
386,1690,xMOUh7lUano,jumping jacks,0,10,0.635753,9.576032,7,19,287
387,1691,x5hsQkmVy6Q,jumping jacks,30,40,30.0,34.9,5,0,146
388,1692,yMpW4AEvfww,jumping jacks,3,13,7.1,12.466667,5,122,284
389,1693,yMpW4AEvfww,jumping jacks,3,13,3.0,5.966667,3,0,89
390,1694,yROniuXQHEY,jumping jacks,45,55,45.0,54.976643,11,0,299
391,1695,y0M6vvhDds8,jumping jacks,25,35,26.251356,34.468591,7,37,284
392,1696,0Dk6phmjQds,jumping jacks,0,10,2.2,10.0,7,66,300
393,1697,1KvnF-2atZI,jumping jacks,6,16,6.800801,15.976643,10,24,299
394,1698,18UcBRJKNIg,jumping jacks,28,38,28.0,35.757758,8,0,232
395,1699,2Ja9R7o4fC0,jumping jacks,6,16,6.0,12.458333,7,0,193
396,1700,2asmmHwvPzA,jumping jacks,7,17,7.0,13.072739,6,0,182
397,1701,2qW5XssWwxw,jumping jacks,14,24,14.0,18.345355,6,0,130
398,1702,3LhI0O6H6Oo,jumping jacks,0,10,0.533867,4.437771,4,16,133
399,1703,38hmU_SwPnw,jumping jacks,0,10,0.0,4.266667,7,0,128
400,1704,4NtA-bAtky4,jumping jacks,0,10,4.166667,8.866667,5,125,266
401,1705,4WmMcx53Zwo,jumping jacks,51,61,51.0,60.109109,11,0,273
402,1706,5JG7UB-uj2g,jumping jacks,0,10,0.3003,6.37304,5,9,191
403,1707,5htwPbyi5GM,jumping jacks,0,10,0.0,3.570237,3,0,107
404,1708,5tg3lWCaljc,jumping jacks,27,37,31.704705,36.943277,5,141,298
405,1709,51wgNkZ7j5w,jumping jacks,4,14,4.0,11.47439,7,0,224
406,1710,6kqIbN906ak,jumping jacks,4,14,8.304304,10.27294,2,129,188
407,1711,69aAzRzPUfk,jumping jacks,49,59,49.0,58.951699,11,0,298
408,1712,7AIHwkuTzQE,jumping jacks,12,22,12.0,21.32,11,0,279
409,1713,7M0PFzXmIjw,jumping jacks,0,10,0.0,6.125,6,0,183
410,1714,7_ucWDLMAiE,jumping jacks,5,15,5.0,11.1,7,0,183
411,1715,8FIYBNzTeL0,jumping jacks,0,10,0.291959,6.840174,7,8,205
412,1716,8jK1UudSdNk,jumping jacks,1,11,1.0,2.977363,2,0,59
413,1717,8u9GUtevbZo,jumping jacks,45,55,48.670337,54.968302,2,110,299
414,1718,9kW5cluSs9I,jumping jacks,9,19,9.0,18.976643,11,0,299
415,1719,946JoV6fmeE,jumping jacks,0,10,0.0,2.706739,3,0,81
416,1720,-TP6LtP3F1E,jumping jacks,103,113,103.0,110.005316,8,0,210
417,1721,-nTQtB_OsJ0,jumping jacks,13,23,13.0,22.976643,12,0,299
418,1722,Aj867ecF4L8,lunge,5,15,5.0,14.676343,3,0,290
419,1723,A3jRtP47IUE,lunge,14,24,14.0,23.50951,5,0,285
420,1724,Bpz0FmJUgu0,lunge,0,10,0.633333,9.633333,4,18,288
421,1725,B8npqsvqeFc,lunge,19,29,19.0,24.833333,4,0,174
422,1726,C4WZJ2Hbcqg,lunge,1,11,1.0,11.0,5,0,300
423,1727,C7U3aPpccns,lunge,0,10,3.066667,9.566667,2,92,287
424,1728,DVxJ8ficPcI,lunge,4,14,6.535869,13.943277,2,76,298
425,1729,Da___RuIBfg,lunge,45,55,47.369036,54.876543,3,71,296
426,1730,De4fAXtOUkw,lunge,15,25,15.0,21.339673,5,0,190
427,1731,DmqMmFe_q9E,lunge,21,31,21.0,26.566667,2,0,167
428,1732,Fb1rrmg8lkc,lunge,16,26,16.0,23.12,3,0,213
429,1733,FxODAaxkNtM,lunge,0,10,1.036477,9.996991,2,31,299
430,1734,F2ZMCdXfqOs,lunge,26,36,26.0,35.70971,2,0,291
431,1735,F8OZK_eVmFI,lunge,1,11,1.0,10.976643,5,0,299
432,1736,GTBDPTCg68g,lunge,45,55,45.0,54.970149,3,0,299
433,1737,GfjEjn5kPVQ,lunge,7,17,7.0,15.808809,4,0,264
434,1738,ICCuDALI15w,lunge,1,11,1.0,10.976643,3,0,299
435,1739,IDkiffbx_YU,lunge,41,51,41.0,50.978641,4,0,299
436,1740,IHRcGMp471E,lunge,19,29,19.0,24.672339,2,0,170
437,1741,I1IvDQibYLU,lunge,7,17,7.0,16.976643,4,0,299
438,1742,I6U3B7JAigI,lunge,11,21,11.0,20.960892,8,0,298
439,1743,JoeLX6v8Ap4,lunge,4,14,4.0,13.976643,4,0,299
440,1744,JxuCNWHgU8I,lunge,2,12,2.0,6.971638,2,0,149
441,1745,Kg0764xR_Jo,lunge,0,10,0.0,10.0,5,0,300
442,1746,Klxkpj7hBhM,lunge,1,11,2.801802,10.976643,3,54,299
443,1747,Ku56XQb3N40,lunge,4,14,4.0,7.069736,2,0,92
444,1748,LD3wmY68Ucw,lunge,22,32,22.0,26.270938,2,0,128
445,1749,Lee5hTmAOsE,lunge,8,18,8.0,17.943277,4,0,298
446,1750,Msh22THDcUI,lunge,5,15,5.0,14.976643,4,0,299
447,1751,M6DZ0Dca17w,lunge,77,87,77.0,86.976643,3,0,299
448,1752,NBMVGHRo4Zs,lunge,2,12,2.0,8.5,4,0,195
449,1753,NFEMXF4Zwvc,lunge,4,14,4.0,13.80981,3,0,294
450,1754,OMSzg3g3yHo,lunge,0,10,1.301301,6.940274,2,39,208
451,1755,OT-YzsUgtW8,lunge,28,38,28.0,38.0,2,0,300
452,1756,OdjKiLps2s0,lunge,3,13,3.0,11.3,3,0,249
453,1757,O13-DeCgkag,lunge,0,10,6.6,10.0,2,198,300
454,1758,QTe-0a-Tr64,lunge,7,17,7.0,17.0,6,0,300
455,1759,SQ_4MVrxuH8,lunge,0,10,0.96,10.0,9,28,300
456,1760,S-siXHhrG64,lunge,110,120,110.0,119.976643,2,0,299
457,1761,TokRkQcXHRI,lunge,12,22,12.0,21.958333,4,0,298
458,1762,UeUQaz60LMI,lunge,0,10,0.834168,9.976643,4,25,299
459,1763,VBC3FfByEB4,lunge,1,11,1.0,10.976643,4,0,299
460,1764,VEm0ZiURvtI,lunge,4,14,4.0,14.0,4,0,300
461,1765,WA3wPNXvk4Q,lunge,56,66,56.0,63.68,3,0,230
462,1766,X_LBN4tB7sg,lunge,16,26,16.0,25.776443,3,0,293
463,1767,bD3w-wytcU8,lunge,12,22,14.035369,21.009009,2,61,270
464,1768,cBov07qM-9M,lunge,21,31,21.0,29.966667,4,0,269
465,1769,ce8HdSJE9No,lunge,3,13,3.0,7.533333,3,0,135
466,1770,ce8HdSJE9No,lunge,3,13,9.483334,13.0,2,194,300
467,1771,cpgCcReMS6Q,lunge,1,11,6.305305,10.976643,2,159,299
468,1772,c_SD0u98VEs,lunge,16,26,17.233333,26.0,2,36,300
469,1773,dijWgwzBmFA,lunge,4,14,9.538872,13.976643,2,166,299
470,1774,d0xd8qpo51k,lunge,8,18,8.0,15.741074,3,0,232
471,1775,d1VjFXQKbD4,lunge,17,27,21.466667,27.0,2,134,300
472,1776,eexM1A7sxJU,lunge,3,13,3.0,13.0,2,0,300
473,1777,e4e-1tVVzM0,lunge,27,37,27.0,31.404404,2,0,132
474,1778,gksKlKlwh9g,lunge,34,44,37.266667,43.933333,2,98,297
475,1779,g4ZWVQfCr94,lunge,4,14,6.669336,10.539873,4,80,196
476,1780,hFErXB4jLPY,lunge,33,43,33.0,42.943277,4,0,298
477,1781,hcfA46y5coM,lunge,1,11,1.0,8.766667,3,0,233
478,1782,hxHW9ZsmUgU,lunge,22,32,22.0,24.635969,2,0,79
479,1783,hxHW9ZsmUgU,lunge,22,32,25.903904,29.774441,2,117,233
480,1784,h1tTCxkRRpY,lunge,0,10,0.0,7.966667,2,0,239
481,1785,h6rKkYXdOlg,lunge,0,10,0.0,9.966667,4,0,299
482,1786,iv-PDkv1Jhc,lunge,33,43,33.9,43.0,3,26,300
483,1787,jykC-IpPvPM,lunge,2,12,2.0,7.427292,4,0,162
484,1788,j5YrujRncsI,lunge,5,15,5.333667,13.967301,3,10,269
485,1789,kDa5uFDTXAc,lunge,0,10,1.866667,10.0,5,56,300
486,1790,k0qDfiwd9ug,lunge,1,11,1.0,10.976643,4,0,299
487,1791,lVKUYaPXD7M,lunge,0,10,0.0,8.808809,4,0,264
488,1792,lai_FpzJEuI,lunge,0,10,0.4004,9.976643,3,12,299
489,1793,ligtGGU-y9I,lunge,1,11,2.266667,11.0,3,38,300
490,1794,l-IW1Rwbcls,lunge,36,46,36.0,45.142476,5,0,274
491,1795,mEHI7lXMLCg,lunge,0,10,0.0,7.540874,4,0,226
492,1796,mcykhKD1tQM,lunge,2,12,2.0,8.866667,3,0,206
493,1797,mzNPSqI843o,lunge,1,11,3.04,10.96,3,61,298
494,1798,nqJ3mAhfj_M,lunge,26,36,26.0,35.943277,6,0,298
495,1799,n1JGL2tQNgw,lunge,6,16,6.0,14.71705,3,0,261
496,1800,n8nc30JU9ZM,lunge,0,10,1.68,10.0,4,50,300
497,1801,oDR8Cjlvd04,lunge,0,10,0.0,9.976643,5,0,299
498,1802,oGiiFoksZdM,lunge,1,11,4.23657,10.976643,3,97,299
499,1803,o7TT7ofvOhs,lunge,18,28,18.0,19.668335,2,0,50
500,1804,o_I48i00oMk,lunge,1,11,1.0,10.976643,4,0,299
501,1805,peMxjo6olPc,lunge,0,10,1.433333,7.433333,3,42,222
502,1806,qxsN9pLFAIc,lunge,67,77,67.0,71.804805,2,0,144
503,1807,t9IYO5GQQL8,lunge,15,25,15.0,24.966667,5,0,299
504,1808,u1ogYEwVzw0,lunge,0,10,3.1,10.0,2,93,300
505,1809,ybQQoKbDt5g,lunge,0,10,0.0,9.976643,4,0,299
506,1810,0PcNfBxvyC4,lunge,0,10,0.3003,9.976643,4,9,299
507,1811,0gjo_vXl-KQ,lunge,29,39,29.0,38.943277,2,0,298
508,1812,04s5S8V2Rx0,lunge,4,14,4.0,13.0,5,0,270
509,1813,1AfLsqrnOD4,lunge,1,11,1.0,10.209209,3,0,276
510,1814,1K9rmdy5ZO4,lunge,0,10,5.038372,9.976643,5,151,299
511,1815,1oFfiHdWQCA,lunge,2,12,2.0,12.0,4,0,300
512,1816,2QFhwsnYNHY,lunge,0,10,1.583333,10.0,4,47,300
513,1817,2gxsQ5kpbXY,lunge,4,14,9.972639,13.976643,2,179,299
514,1818,2gxsQ5kpbXY,squat,6,16,11.972639,15.976643,2,179,299
515,1819,2o-XwlT0Nvs,lunge,65,75,65.625,75.0,4,18,300
516,1820,20J9Rj6ljus,lunge,3,13,3.0,12.409409,3,0,282
517,1821,246blh5O9JU,lunge,3,13,3.0,13.0,5,0,300
518,1822,3QGUImN0cN0,lunge,3,13,3.0,8.38038,2,0,161
519,1823,3iNTdJuNOVE,lunge,16,26,18.602603,25.976643,3,78,299
520,1824,3wkiquZ_P1A,lunge,27,37,29.8,37.0,5,84,300
521,1825,4AtRu93NbrI,lunge,5,15,9.304304,14.976643,2,129,299
522,1826,4MnE08nGtrY,lunge,14,24,14.0,24.0,2,0,300
523,1827,4g8ibZpZSGY,lunge,32,42,37.183333,42.0,2,155,300
524,1828,4qopDYG1c8I,lunge,0,10,0.0,6.406406,2,0,192
525,1829,5DHKLIb6QpI,lunge,2,12,2.0,12.0,5,0,300
526,1830,5PMWFlIy43M,lunge,5,15,8.24,15.0,4,97,300
527,1831,5j12XCKC_io,lunge,2,12,2.433333,12.0,4,12,300
528,1832,5-gug8EXW0E,lunge,50,60,50.0,59.976643,3,0,299
529,1833,6IjJZHNzTmM,front raises,35,45,35.0,44.976643,4,0,299
530,1834,6IjJZHNzTmM,lunge,10,20,10.0,19.976643,4,0,299
531,1835,6m1Z53EHR3A,lunge,7,17,7.0,16.3,7,0,279
532,1836,7C1ahxpV-mo,lunge,0,10,0.0,8.958333,3,0,268
533,1837,7FO4D58mENc,lunge,30,40,30.0,39.943277,5,0,298
534,1838,7Xpf5jyUHj8,lunge,0,10,0.0,8.908909,4,0,267
535,1839,7-D4bD4Wc-U,lunge,25,35,25.0,35.0,4,0,300
536,1840,8o0iRYpHDJw,lunge,0,10,0.0,4.533333,2,0,135
537,1841,9W1N3CaNmcQ,lunge,25,35,25.0,35.0,3,0,300
538,1842,9sF3mPkCi7A,lunge,180,190,180.0,189.976643,2,0,299
539,1843,95FESD2zt6c,lunge,47,57,47.0,56.976643,3,0,299
540,1844,-RNK2UiHf4Y,lunge,15,25,15.0,20.739072,3,0,172
541,1845,-2zA7B3u1r8,lunge,10,20,12.966667,19.966667,6,89,299
542,1846,AKdw2FLHP5U,mountain climber (exercise),0,10,5.033333,9.633333,4,150,288
543,1847,ArsLzvCfAFM,mountain climber (exercise),0,10,0.737438,9.988938,8,22,299
544,1848,A_d2bn243-Y,mountain climber (exercise),32,42,39.941275,41.943277,5,238,298
545,1849,BE4gOCcrvgs,mountain climber (exercise),241,251,241.0,250.976643,26,0,299
546,1850,BuKbxHQaMtI,mountain climber (exercise),0,10,2.896552,10.0,4,86,300
547,1851,C8jXTa4qpzI,mountain climber (exercise),52,62,53.501502,59.807808,5,45,234
548,1852,DfkpSV3Z7P4,mountain climber (exercise),12,22,12.0,19.68,13,0,230
549,1853,EGJB4L8yZtw,mountain climber (exercise),20,30,20.0,29.968302,22,0,299
550,1854,EKQOq11TUcY,mountain climber (exercise),0,10,0.0,6.766667,10,0,203
551,1855,E5YYo2vowPM,mountain climber (exercise),0,10,0.0,9.142476,4,0,274
552,1856,FAEqWuB5jR4,mountain climber (exercise),0,10,0.709042,7.007007,9,21,210
553,1857,FDzRdB3EEm0,mountain climber (exercise),8,18,8.333667,13.338672,4,10,160
554,1858,FhKksKvUI18,mountain climber (exercise),0,10,0.0,6.766667,5,0,203
555,1859,FlYUxQyB-34,mountain climber (exercise),0,10,1.768435,8.008008,3,53,240
556,1860,Ge4NuDaIsuY,mountain climber (exercise),0,10,1.04,10.0,4,31,300
557,1861,HNeMmcAuAMI,mountain climber (exercise),25,35,25.166667,26.9,2,5,56
558,1862,HffrvYr4QhY,mountain climber (exercise),32,42,34.98632,38.42309,3,89,192
559,1863,H9d_wpMSh7E,mountain climber (exercise),22,32,22.0,28.933333,7,0,207
560,1864,IMOJhg7jdqk,mountain climber (exercise),20,30,20.0,30.0,20,0,300
561,1865,I-E5B8iJNLA,mountain climber (exercise),0,10,0.0,9.976643,22,0,299
562,1866,Jc3QV8id9Ns,mountain climber (exercise),0,10,0.0,9.976643,28,0,299
563,1867,KiP42lTWGbg,mountain climber (exercise),0,10,0.0,9.994318,6,0,299
564,1868,K7uJQDVVtPU,mountain climber (exercise),0,10,0.0,9.987113,19,0,299
565,1869,LFPoD3Ndn6w,mountain climber (exercise),0,10,0.125125,6.214548,14,3,186
566,1870,L-peBVDMsh8,mountain climber (exercise),0,10,5.839173,9.976643,9,175,299
567,1871,MavB1nTn2PE,mountain climber (exercise),33,43,33.0,41.742075,9,0,262
568,1872,Md_ZV6DgC1Y,mountain climber (exercise),10,20,10.0,18.641975,20,0,259
569,1873,NJ13UMUEGro,mountain climber (exercise),84,94,84.0,94.0,13,0,300
570,1874,N1L9P5EovUU,mountain climber (exercise),10,20,10.0,20.0,25,0,300
571,1875,N96XYFZh46g,mountain climber (exercise),14,24,14.0,24.0,25,0,300
572,1876,OhcNYoonpc0,mountain climber (exercise),3,13,3.0,11.174842,7,0,245
573,1877,PNqcC05NKrM,mountain climber (exercise),25,35,25.0,34.943277,24,0,298
574,1878,Pg2Q-r2sS5k,mountain climber (exercise),0,10,0.166834,7.240574,10,5,217
575,1879,P3FlztkV78M,mountain climber (exercise),39,49,39.0,49.0,13,0,300
576,1880,Q2L7hXvIfRw,mountain climber (exercise),0,10,0.133333,7.2,12,3,216
577,1881,ROpLFuMHnOU,mountain climber (exercise),12,22,12.0,18.366667,4,0,191
578,1882,RfMhdJv_h2k,mountain climber (exercise),30,40,31.733333,40.0,16,51,300
579,1883,R1ekMdrm54I,mountain climber (exercise),345,355,345.0,355.0,6,0,300
580,1884,SkEkdZN162k,mountain climber (exercise),0,10,0.0,9.990644,10,0,299
581,1885,Sk8GiQ6DKkc,mountain climber (exercise),0,10,0.633333,8.266667,13,18,248
582,1886,S3iJkKGY5RE,mountain climber (exercise),19,29,19.0,26.541984,4,0,226
583,1887,TjNQKuKQ0BA,mountain climber (exercise),0,10,4.56,10.0,4,136,300
584,1888,Trs6EVnx5ms,mountain climber (exercise),0,10,2.3,6.066667,7,69,182
585,1889,T1QoAg9yDmA,mountain climber (exercise),54,64,54.0,61.007007,6,0,210
586,1890,UEIzLK2s4_I,mountain climber (exercise),20,30,22.002002,29.976643,9,60,299
587,1891,UgsTvS3JyTw,mountain climber (exercise),1,11,1.716667,10.983334,5,21,299
588,1892,U6U1b61os-c,mountain climber (exercise),17,27,17.0,23.03364,17,0,181
589,1893,U6U1b61os-c,mountain climber (exercise),17,27,23.43813,26.943708,13,193,298
590,1894,VRDYMjJSgIY,mountain climber (exercise),0,10,0.0,9.976643,29,0,299
591,1895,VaQPIk6Nrv0,mountain climber (exercise),0,10,0.0,6.039373,5,0,181
592,1896,V0DCPigTcNI,mountain climber (exercise),1,11,1.0,10.976643,24,0,299
593,1897,V58HNVFaHpw,mountain climber (exercise),67,77,67.0,72.271939,11,0,158
594,1898,V58HNVFaHpw,mountain climber (exercise),67,77,72.472139,74.741074,5,164,232
595,1899,V58HNVFaHpw,mountain climber (exercise),67,77,76.042376,76.976643,2,271,299
596,1900,WKek0emTYMM,mountain climber (exercise),0,10,4.2,10.0,5,126,300
597,1901,W9cXizCwcKY,mountain climber (exercise),16,26,16.32,20.24,3,9,127
598,1902,W9cXizCwcKY,mountain climber (exercise),16,26,23.92,26.0,2,237,300
599,1903,XOjJVaij8HM,mountain climber (exercise),4,14,4.0,13.976643,22,0,299
600,1904,Xf0aQZHgG9o,mountain climber (exercise),0,10,0.3003,9.976643,4,9,299
601,1905,Xm6MsUsftU0,mountain climber (exercise),0,10,0.0,9.266667,4,0,278
602,1906,X8Vi5qhqLZU,mountain climber (exercise),12,22,12.0,21.7,22,0,291
603,1907,Z8Facq1k-v4,mountain climber (exercise),0,10,2.569236,9.976643,9,77,299
604,1908,aXLjYZ_JsUI,mountain climber (exercise),0,10,0.0,10.0,22,0,300
605,1909,aaGH3-nknOE,mountain climber (exercise),36,46,40.270938,45.976643,5,128,299
606,1910,aaGH3-nknOE,mountain climber (exercise),36,46,36.0,39.970637,3,0,119
607,1911,agGAZDFklaM,mountain climber (exercise),65,75,65.0,73.268668,14,0,248
608,1912,bODQjwqReGg,mountain climber (exercise),58,68,58.0,60.949645,5,0,88
609,1913,bODQjwqReGg,mountain climber (exercise),58,68,62.564927,67.97261,4,136,299
610,1914,bbEXuOiqDpk,mountain climber (exercise),0,10,0.0,9.976643,18,0,299
611,1915,cg2kcfOeQXM,mountain climber (exercise),0,10,2.502503,9.976643,23,75,299
612,1916,cng0N-mt9Ss,mountain climber (exercise),15,25,15.0,24.976643,26,0,299
613,1917,cntcouDt_XI,mountain climber (exercise),0,10,4.104104,7.340674,2,123,220
614,1918,dJANwccke9Q,mountain climber (exercise),0,10,2.689655,5.827586,7,80,174
615,1919,daPupSJNfW8,mountain climber (exercise),0,10,0.0,2.366667,7,0,71
616,1920,d65YH_rfzDI,mountain climber (exercise),0,10,1.966667,10.0,21,59,300
617,1921,eFpRcxfYsjY,mountain climber (exercise),0,10,0.0,4.278504,4,0,128
618,1922,eP8vLnpvyf8,mountain climber (exercise),2,12,5.837171,11.976643,5,115,299
619,1923,gfZyIoEjJf4,mountain climber (exercise),29,39,29.0,35.8,10,0,203
620,1924,g1UpisCZBSM,mountain climber (exercise),4,14,4.0,13.533333,28,0,285
621,1925,hc6EDeuOFms,mountain climber (exercise),0,10,1.333333,6.066667,8,39,182
622,1926,iQGDL71bVxY,mountain climber (exercise),10,20,13.666667,16.1,5,110,183
623,1927,jki_AIxjhVk,mountain climber (exercise),48,58,55.07374,57.976643,2,212,299
624,1928,j8En6ujQSbM,mountain climber (exercise),0,10,0.0,4.637971,10,0,139
625,1929,kD_tZ2gg02s,mountain climber (exercise),4,14,9.1,12.066667,2,153,242
626,1930,lPmcbD3sewM,mountain climber (exercise),15,25,15.0,19.254254,10,0,127
627,1931,lPmcbD3sewM,mountain climber (exercise),15,25,19.546213,23.174842,8,136,245
628,1932,nQIROQk78Do,mountain climber (exercise),21,31,21.500501,27.77344,8,15,203
629,1933,n8ReqvWZjKU,mountain climber (exercise),12,22,12.0,22.0,9,0,300
630,1934,oE8Ygc98M9A,mountain climber (exercise),0,10,4.637971,9.976643,11,139,299
631,1935,pcU9rOuuzPs,mountain climber (exercise),8,18,8.0,12.704705,12,0,141
632,1936,p1SyZbuiCKU,mountain climber (exercise),18,28,20.83617,27.968302,13,85,299
633,1937,p5NBXae4B1g,mountain climber (exercise),5,15,7.5,10.233333,5,75,156
634,1938,p5NBXae4B1g,mountain climber (exercise),5,15,12.333333,13.933333,3,219,267
635,1939,qbax351MQgo,mountain climber (exercise),40,50,40.0,49.976643,15,0,299
636,1940,qgE1Atc8ntM,mountain climber (exercise),0,10,0.0,9.994121,9,0,299
637,1941,qkkg1Bp1m7w,mountain climber (exercise),0,10,0.533867,9.976643,27,16,299
638,1942,q6Sf5jjl8uo,mountain climber (exercise),29,39,29.0,35.464798,15,0,193
639,1943,q9cmUVCejCQ,mountain climber (exercise),0,10,0.233567,1.801802,3,7,54
640,1944,rKxDUp0teo8,mountain climber (exercise),0,10,0.0,6.966667,7,0,209
641,1945,r6dO6ZXWzOw,mountain climber (exercise),59,69,59.0,62.003003,5,0,90
642,1946,r96lRJtfYXY,mountain climber (exercise),6,16,6.0,14.908909,6,0,267
643,1947,sCs5o8QqlC4,mountain climber (exercise),46,56,46.367034,53.474141,10,11,224
644,1948,sEFZ45uYI2c,mountain climber (exercise),45,55,45.0,53.6,13,0,258
645,1949,szlw8XOERl8,mountain climber (exercise),18,28,23.739072,26.842176,4,172,265
646,1950,tExQFWaFJwM,mountain climber (exercise),0,10,0.367034,4.437771,6,11,133
647,1951,tlbxLDgwEcw,mountain climber (exercise),34,44,34.0,37.3,6,0,98
648,1952,uK7EUBdQYGs,mountain climber (exercise),0,10,1.733333,10.0,16,51,300
649,1953,vc2C0B-Mmio,mountain climber (exercise),20,30,26.97364,29.976643,2,209,299
650,1954,vejrt1l5AQM,mountain climber (exercise),62,72,69.033333,72.0,4,210,300
651,1955,wQdW7LJE8vI,mountain climber (exercise),2,12,2.0,10.833333,7,0,264
652,1956,wfzbU6JQQJU,mountain climber (exercise),10,20,10.0,19.976643,7,0,299
653,1957,y3OzOR80dHM,mountain climber (exercise),0,10,0.0,5.972639,15,0,179
654,1958,0CcBSsbQvFg,mountain climber (exercise),0,10,0.0,3.970637,11,0,119
655,1959,0kpaIDrF_hM,mountain climber (exercise),3,13,3.0,12.042376,15,0,271
656,1960,1IVp5oA-aXo,mountain climber (exercise),14,24,14.0,23.991164,4,0,299
657,1961,15qwsMlDRrk,mountain climber (exercise),0,10,0.616667,10.0,7,18,300
658,1962,2m4OGFq2Eto,mountain climber (exercise),0,10,0.0,7.933333,21,0,237
659,1963,2zIHv_kWhOs,mountain climber (exercise),12,22,12.633967,21.976643,6,19,299
660,1964,24rWwULLYvA,mountain climber (exercise),48,58,48.0,51.169837,7,0,95
661,1965,3KB7l9vakic,mountain climber (exercise),85,95,92.791124,94.442776,3,233,283
662,1966,3f8BvoFgzhE,mountain climber (exercise),0,10,0.2002,4.471138,10,6,134
663,1967,37BRxdkQu_o,mountain climber (exercise),50,60,50.0,57.466667,5,0,224
664,1968,4CvpIBOgtYE,mountain climber (exercise),0,10,0.366667,6.566667,17,11,197
665,1969,4w4X-RS6zac,mountain climber (exercise),13,23,13.0,20.090424,14,0,212
666,1970,45vtzmVNclY,mountain climber (exercise),16,26,16.0,26.0,4,0,300
667,1971,5BmtprzYnNk,mountain climber (exercise),9,19,9.0,18.2,22,0,276
668,1972,5kyCnrfo1dg,mountain climber (exercise),8,18,8.0,17.62069,4,0,288
669,1973,6NxSvJ-sfuk,mountain climber (exercise),0,10,0.208559,6.173354,10,6,185
670,1974,6NxSvJ-sfuk,mountain climber (exercise),0,10,7.382998,9.969133,5,221,299
