index,video_id,class,kinetics_start,kinetics_end,repetition_start,repetition_end,count
1706,5JG7UB-uj2g,jumping jacks,0,10,0.3003,6.37304,5
1707,5htwPbyi5GM,jumping jacks,0,10,0.0,3.570237,3
1708,5tg3lWCaljc,jumping jacks,27,37,31.704705,36.943277,5
1709,51wgNkZ7j5w,jumping jacks,4,14,4.0,11.47439,7
1710,6kqIbN906ak,jumping jacks,4,14,8.304304,10.27294,2
1711,69aAzRzPUfk,jumping jacks,49,59,49.0,58.951699,11
1712,7AIHwkuTzQE,jumping jacks,12,22,12.0,21.32,11
1713,7M0PFzXmIjw,jumping jacks,0,10,0.0,6.125,6
1714,7_ucWDLMAiE,jumping jacks,5,15,5.0,11.1,7
1715,8FIYBNzTeL0,jumping jacks,0,10,0.291959,6.840174,7
1716,8jK1UudSdNk,jumping jacks,1,11,1.0,2.977363,2
1717,8u9GUtevbZo,jumping jacks,45,55,48.670337,54.968302,2
1718,9kW5cluSs9I,jumping jacks,9,19,9.0,18.976643,11
1719,946JoV6fmeE,jumping jacks,0,10,0.0,2.706739,3
1720,-TP6LtP3F1E,jumping jacks,103,113,103.0,110.005316,8
1721,-nTQtB_OsJ0,jumping jacks,13,23,13.0,22.976643,12
1722,Aj867ecF4L8,lunge,5,15,5.0,14.676343,3
1723,A3jRtP47IUE,lunge,14,24,14.0,23.50951,5
1724,Bpz0FmJUgu0,lunge,0,10,0.633333,9.633333,4
1725,B8npqsvqeFc,lunge,19,29,19.0,24.833333,4
1726,C4WZJ2Hbcqg,lunge,1,11,1.0,11.0,5
1727,C7U3aPpccns,lunge,0,10,3.066667,9.566667,2
1728,DVxJ8ficPcI,lunge,4,14,6.535869,13.943277,2
1729,Da___RuIBfg,lunge,45,55,47.369036,54.876543,3
1730,De4fAXtOUkw,lunge,15,25,15.0,21.339673,5
1731,DmqMmFe_q9E,lunge,21,31,21.0,26.566667,2
1732,Fb1rrmg8lkc,lunge,16,26,16.0,23.12,3
1733,FxODAaxkNtM,lunge,0,10,1.036477,9.996991,2
1734,F2ZMCdXfqOs,lunge,26,36,26.0,35.70971,2
1735,F8OZK_eVmFI,lunge,1,11,1.0,10.976643,5
1736,GTBDPTCg68g,lunge,45,55,45.0,54.970149,3
1737,GfjEjn5kPVQ,lunge,7,17,7.0,15.808809,4
1738,ICCuDALI15w,lunge,1,11,1.0,10.976643,3
1739,IDkiffbx_YU,lunge,41,51,41.0,50.978641,4
1740,IHRcGMp471E,lunge,19,29,19.0,24.672339,2
1741,I1IvDQibYLU,lunge,7,17,7.0,16.976643,4
1742,I6U3B7JAigI,lunge,11,21,11.0,20.960892,8
1743,JoeLX6v8Ap4,lunge,4,14,4.0,13.976643,4
1744,JxuCNWHgU8I,lunge,2,12,2.0,6.971638,2
1745,Kg0764xR_Jo,lunge,0,10,0.0,10.0,5
1746,Klxkpj7hBhM,lunge,1,11,2.801802,10.976643,3
1747,Ku56XQb3N40,lunge,4,14,4.0,7.069736,2
1748,LD3wmY68Ucw,lunge,22,32,22.0,26.270938,2
1749,Lee5hTmAOsE,lunge,8,18,8.0,17.943277,4
1750,Msh22THDcUI,lunge,5,15,5.0,14.976643,4
1751,M6DZ0Dca17w,lunge,77,87,77.0,86.976643,3
1752,NBMVGHRo4Zs,lunge,2,12,2.0,8.5,4
1753,NFEMXF4Zwvc,lunge,4,14,4.0,13.80981,3
1754,OMSzg3g3yHo,lunge,0,10,1.301301,6.940274,2
1755,OT-YzsUgtW8,lunge,28,38,28.0,38.0,2
1756,OdjKiLps2s0,lunge,3,13,3.0,11.3,3
1757,O13-DeCgkag,lunge,0,10,6.6,10.0,2
1758,QTe-0a-Tr64,lunge,7,17,7.0,17.0,6
1759,SQ_4MVrxuH8,lunge,0,10,0.96,10.0,9
1760,S-siXHhrG64,lunge,110,120,110.0,119.976643,2
1761,TokRkQcXHRI,lunge,12,22,12.0,21.958333,4
1762,UeUQaz60LMI,lunge,0,10,0.834168,9.976643,4
1763,VBC3FfByEB4,lunge,1,11,1.0,10.976643,4
1764,VEm0ZiURvtI,lunge,4,14,4.0,14.0,4
1765,WA3wPNXvk4Q,lunge,56,66,56.0,63.68,3
1766,X_LBN4tB7sg,lunge,16,26,16.0,25.776443,3
1767,bD3w-wytcU8,lunge,12,22,14.035369,21.009009,2
1768,cBov07qM-9M,lunge,21,31,21.0,29.966667,4
1769,ce8HdSJE9No,lunge,3,13,3.0,7.533333,3
1770,ce8HdSJE9No,lunge,3,13,9.483334,13.0,2
1771,cpgCcReMS6Q,lunge,1,11,6.305305,10.976643,2
1772,c_SD0u98VEs,lunge,16,26,17.233333,26.0,2
1773,dijWgwzBmFA,lunge,4,14,9.538872,13.976643,2
1774,d0xd8qpo51k,lunge,8,18,8.0,15.741074,3
1775,d1VjFXQKbD4,lunge,17,27,21.466667,27.0,2
1776,eexM1A7sxJU,lunge,3,13,3.0,13.0,2
1777,e4e-1tVVzM0,lunge,27,37,27.0,31.404404,2
1778,gksKlKlwh9g,lunge,34,44,37.266667,43.933333,2
1779,g4ZWVQfCr94,lunge,4,14,6.669336,10.539873,4
1780,hFErXB4jLPY,lunge,33,43,33.0,42.943277,4
1781,hcfA46y5coM,lunge,1,11,1.0,8.766667,3
1782,hxHW9ZsmUgU,lunge,22,32,22.0,24.635969,2
1783,hxHW9ZsmUgU,lunge,22,32,25.903904,29.774441,2
1784,h1tTCxkRRpY,lunge,0,10,0.0,7.966667,2
1785,h6rKkYXdOlg,lunge,0,10,0.0,9.966667,4
1786,iv-PDkv1Jhc,lunge,33,43,33.9,43.0,3
1787,jykC-IpPvPM,lunge,2,12,2.0,7.427292,4
1788,j5YrujRncsI,lunge,5,15,5.333667,13.967301,3
1789,kDa5uFDTXAc,lunge,0,10,1.866667,10.0,5
1790,k0qDfiwd9ug,lunge,1,11,1.0,10.976643,4
1791,lVKUYaPXD7M,lunge,0,10,0.0,8.808809,4
1792,lai_FpzJEuI,lunge,0,10,0.4004,9.976643,3
1793,ligtGGU-y9I,lunge,1,11,2.266667,11.0,3
1794,l-IW1Rwbcls,lunge,36,46,36.0,45.142476,5
1795,mEHI7lXMLCg,lunge,0,10,0.0,7.540874,4
1796,mcykhKD1tQM,lunge,2,12,2.0,8.866667,3
1797,mzNPSqI843o,lunge,1,11,3.04,10.96,3
1798,nqJ3mAhfj_M,lunge,26,36,26.0,35.943277,6
1799,n1JGL2tQNgw,lunge,6,16,6.0,14.71705,3
1800,n8nc30JU9ZM,lunge,0,10,1.68,10.0,4
1801,oDR8Cjlvd04,lunge,0,10,0.0,9.976643,5
1802,oGiiFoksZdM,lunge,1,11,4.23657,10.976643,3
1803,o7TT7ofvOhs,lunge,18,28,18.0,19.668335,2
1804,o_I48i00oMk,lunge,1,11,1.0,10.976643,4
1805,peMxjo6olPc,lunge,0,10,1.433333,7.433333,3
1806,qxsN9pLFAIc,lunge,67,77,67.0,71.804805,2
1807,t9IYO5GQQL8,lunge,15,25,15.0,24.966667,5
1808,u1ogYEwVzw0,lunge,0,10,3.1,10.0,2
1809,ybQQoKbDt5g,lunge,0,10,0.0,9.976643,4
1810,0PcNfBxvyC4,lunge,0,10,0.3003,9.976643,4
1811,0gjo_vXl-KQ,lunge,29,39,29.0,38.943277,2
1812,04s5S8V2Rx0,lunge,4,14,4.0,13.0,5
1813,1AfLsqrnOD4,lunge,1,11,1.0,10.209209,3
1814,1K9rmdy5ZO4,lunge,0,10,5.038372,9.976643,5
1815,1oFfiHdWQCA,lunge,2,12,2.0,12.0,4
1816,2QFhwsnYNHY,lunge,0,10,1.583333,10.0,4
1817,2gxsQ5kpbXY,lunge,4,14,9.972639,13.976643,2
1818,2gxsQ5kpbXY,squat,6,16,11.972639,15.976643,2
1819,2o-XwlT0Nvs,lunge,65,75,65.625,75.0,4
1820,20J9Rj6ljus,lunge,3,13,3.0,12.409409,3
1821,246blh5O9JU,lunge,3,13,3.0,13.0,5
1822,3QGUImN0cN0,lunge,3,13,3.0,8.38038,2
1823,3iNTdJuNOVE,lunge,16,26,18.602603,25.976643,3
1824,3wkiquZ_P1A,lunge,27,37,29.8,37.0,5
1825,4AtRu93NbrI,lunge,5,15,9.304304,14.976643,2
1826,4MnE08nGtrY,lunge,14,24,14.0,24.0,2
1827,4g8ibZpZSGY,lunge,32,42,37.183333,42.0,2
1828,4qopDYG1c8I,lunge,0,10,0.0,6.406406,2
1829,5DHKLIb6QpI,lunge,2,12,2.0,12.0,5
1830,5PMWFlIy43M,lunge,5,15,8.24,15.0,4
1831,5j12XCKC_io,lunge,2,12,2.433333,12.0,4
1832,5-gug8EXW0E,lunge,50,60,50.0,59.976643,3
1833,6IjJZHNzTmM,front raises,35,45,35.0,44.976643,4
1834,6IjJZHNzTmM,lunge,10,20,10.0,19.976643,4
1835,6m1Z53EHR3A,lunge,7,17,7.0,16.3,7
1836,7C1ahxpV-mo,lunge,0,10,0.0,8.958333,3
1837,7FO4D58mENc,lunge,30,40,30.0,39.943277,5
1838,7Xpf5jyUHj8,lunge,0,10,0.0,8.908909,4
1839,7-D4bD4Wc-U,lunge,25,35,25.0,35.0,4
1840,8o0iRYpHDJw,lunge,0,10,0.0,4.533333,2
1841,9W1N3CaNmcQ,lunge,25,35,25.0,35.0,3
1842,9sF3mPkCi7A,lunge,180,190,180.0,189.976643,2
1843,95FESD2zt6c,lunge,47,57,47.0,56.976643,3
1844,-RNK2UiHf4Y,lunge,15,25,15.0,20.739072,3
1845,-2zA7B3u1r8,lunge,10,20,12.966667,19.966667,6
1846,AKdw2FLHP5U,mountain climber (exercise),0,10,5.033333,9.633333,4
1847,ArsLzvCfAFM,mountain climber (exercise),0,10,0.737438,9.988938,8
1848,A_d2bn243-Y,mountain climber (exercise),32,42,39.941275,41.943277,5
1849,BE4gOCcrvgs,mountain climber (exercise),241,251,241.0,250.976643,26
1850,BuKbxHQaMtI,mountain climber (exercise),0,10,2.896552,10.0,4
1851,C8jXTa4qpzI,mountain climber (exercise),52,62,53.501502,59.807808,5
1852,DfkpSV3Z7P4,mountain climber (exercise),12,22,12.0,19.68,13
1853,EGJB4L8yZtw,mountain climber (exercise),20,30,20.0,29.968302,22
1854,EKQOq11TUcY,mountain climber (exercise),0,10,0.0,6.766667,10
1855,E5YYo2vowPM,mountain climber (exercise),0,10,0.0,9.142476,4
1856,FAEqWuB5jR4,mountain climber (exercise),0,10,0.709042,7.007007,9
1857,FDzRdB3EEm0,mountain climber (exercise),8,18,8.333667,13.338672,4
1858,FhKksKvUI18,mountain climber (exercise),0,10,0.0,6.766667,5
1859,FlYUxQyB-34,mountain climber (exercise),0,10,1.768435,8.008008,3
1860,Ge4NuDaIsuY,mountain climber (exercise),0,10,1.04,10.0,4
1861,HNeMmcAuAMI,mountain climber (exercise),25,35,25.166667,26.9,2
1862,HffrvYr4QhY,mountain climber (exercise),32,42,34.98632,38.42309,3
1863,H9d_wpMSh7E,mountain climber (exercise),22,32,22.0,28.933333,7
1864,IMOJhg7jdqk,mountain climber (exercise),20,30,20.0,30.0,20
1865,I-E5B8iJNLA,mountain climber (exercise),0,10,0.0,9.976643,22
1866,Jc3QV8id9Ns,mountain climber (exercise),0,10,0.0,9.976643,28
1867,KiP42lTWGbg,mountain climber (exercise),0,10,0.0,9.994318,6
1868,K7uJQDVVtPU,mountain climber (exercise),0,10,0.0,9.987113,19
1869,LFPoD3Ndn6w,mountain climber (exercise),0,10,0.125125,6.214548,14
1870,L-peBVDMsh8,mountain climber (exercise),0,10,5.839173,9.976643,9
1871,MavB1nTn2PE,mountain climber (exercise),33,43,33.0,41.742075,9
1872,Md_ZV6DgC1Y,mountain climber (exercise),10,20,10.0,18.641975,20
1873,NJ13UMUEGro,mountain climber (exercise),84,94,84.0,94.0,13
1874,N1L9P5EovUU,mountain climber (exercise),10,20,10.0,20.0,25
1875,N96XYFZh46g,mountain climber (exercise),14,24,14.0,24.0,25
1876,OhcNYoonpc0,mountain climber (exercise),3,13,3.0,11.174842,7
1877,PNqcC05NKrM,mountain climber (exercise),25,35,25.0,34.943277,24
1878,Pg2Q-r2sS5k,mountain climber (exercise),0,10,0.166834,7.240574,10
1879,P3FlztkV78M,mountain climber (exercise),39,49,39.0,49.0,13
1880,Q2L7hXvIfRw,mountain climber (exercise),0,10,0.133333,7.2,12
1881,ROpLFuMHnOU,mountain climber (exercise),12,22,12.0,18.366667,4
1882,RfMhdJv_h2k,mountain climber (exercise),30,40,31.733333,40.0,16
1883,R1ekMdrm54I,mountain climber (exercise),345,355,345.0,355.0,6
1884,SkEkdZN162k,mountain climber (exercise),0,10,0.0,9.990644,10
1885,Sk8GiQ6DKkc,mountain climber (exercise),0,10,0.633333,8.266667,13
1886,S3iJkKGY5RE,mountain climber (exercise),19,29,19.0,26.541984,4
1887,TjNQKuKQ0BA,mountain climber (exercise),0,10,4.56,10.0,4
1888,Trs6EVnx5ms,mountain climber (exercise),0,10,2.3,6.066667,7
1889,T1QoAg9yDmA,mountain climber (exercise),54,64,54.0,61.007007,6
1890,UEIzLK2s4_I,mountain climber (exercise),20,30,22.002002,29.976643,9
1891,UgsTvS3JyTw,mountain climber (exercise),1,11,1.716667,10.983334,5
1892,U6U1b61os-c,mountain climber (exercise),17,27,17.0,23.03364,17
1893,U6U1b61os-c,mountain climber (exercise),17,27,23.43813,26.943708,13
1894,VRDYMjJSgIY,mountain climber (exercise),0,10,0.0,9.976643,29
1895,VaQPIk6Nrv0,mountain climber (exercise),0,10,0.0,6.039373,5
1896,V0DCPigTcNI,mountain climber (exercise),1,11,1.0,10.976643,24
1897,V58HNVFaHpw,mountain climber (exercise),67,77,67.0,72.271939,11
1898,V58HNVFaHpw,mountain climber (exercise),67,77,72.472139,74.741074,5
1899,V58HNVFaHpw,mountain climber (exercise),67,77,76.042376,76.976643,2
1900,WKek0emTYMM,mountain climber (exercise),0,10,4.2,10.0,5
1901,W9cXizCwcKY,mountain climber (exercise),16,26,16.32,20.24,3
1902,W9cXizCwcKY,mountain climber (exercise),16,26,23.92,26.0,2
1903,XOjJVaij8HM,mountain climber (exercise),4,14,4.0,13.976643,22
1904,Xf0aQZHgG9o,mountain climber (exercise),0,10,0.3003,9.976643,4
1905,Xm6MsUsftU0,mountain climber (exercise),0,10,0.0,9.266667,4
1906,X8Vi5qhqLZU,mountain climber (exercise),12,22,12.0,21.7,22
1907,Z8Facq1k-v4,mountain climber (exercise),0,10,2.569236,9.976643,9
1908,aXLjYZ_JsUI,mountain climber (exercise),0,10,0.0,10.0,22
1909,aaGH3-nknOE,mountain climber (exercise),36,46,40.270938,45.976643,5
1910,aaGH3-nknOE,mountain climber (exercise),36,46,36.0,39.970637,3
1911,agGAZDFklaM,mountain climber (exercise),65,75,65.0,73.268668,14
1912,bODQjwqReGg,mountain climber (exercise),58,68,58.0,60.949645,5
1913,bODQjwqReGg,mountain climber (exercise),58,68,62.564927,67.97261,4
1914,bbEXuOiqDpk,mountain climber (exercise),0,10,0.0,9.976643,18
1915,cg2kcfOeQXM,mountain climber (exercise),0,10,2.502503,9.976643,23
1916,cng0N-mt9Ss,mountain climber (exercise),15,25,15.0,24.976643,26
1917,cntcouDt_XI,mountain climber (exercise),0,10,4.104104,7.340674,2
1918,dJANwccke9Q,mountain climber (exercise),0,10,2.689655,5.827586,7
1919,daPupSJNfW8,mountain climber (exercise),0,10,0.0,2.366667,7
1920,d65YH_rfzDI,mountain climber (exercise),0,10,1.966667,10.0,21
1921,eFpRcxfYsjY,mountain climber (exercise),0,10,0.0,4.278504,4
1922,eP8vLnpvyf8,mountain climber (exercise),2,12,5.837171,11.976643,5
1923,gfZyIoEjJf4,mountain climber (exercise),29,39,29.0,35.8,10
1924,g1UpisCZBSM,mountain climber (exercise),4,14,4.0,13.533333,28
1925,hc6EDeuOFms,mountain climber (exercise),0,10,1.333333,6.066667,8
1926,iQGDL71bVxY,mountain climber (exercise),10,20,13.666667,16.1,5
1927,jki_AIxjhVk,mountain climber (exercise),48,58,55.07374,57.976643,2
1928,j8En6ujQSbM,mountain climber (exercise),0,10,0.0,4.637971,10
1929,kD_tZ2gg02s,mountain climber (exercise),4,14,9.1,12.066667,2
1930,lPmcbD3sewM,mountain climber (exercise),15,25,15.0,19.254254,10
1931,lPmcbD3sewM,mountain climber (exercise),15,25,19.546213,23.174842,8
1932,nQIROQk78Do,mountain climber (exercise),21,31,21.500501,27.77344,8
1933,n8ReqvWZjKU,mountain climber (exercise),12,22,12.0,22.0,9
1934,oE8Ygc98M9A,mountain climber (exercise),0,10,4.637971,9.976643,11
1935,pcU9rOuuzPs,mountain climber (exercise),8,18,8.0,12.704705,12
1936,p1SyZbuiCKU,mountain climber (exercise),18,28,20.83617,27.968302,13
1937,p5NBXae4B1g,mountain climber (exercise),5,15,7.5,10.233333,5
1938,p5NBXae4B1g,mountain climber (exercise),5,15,12.333333,13.933333,3
1939,qbax351MQgo,mountain climber (exercise),40,50,40.0,49.976643,15
1940,qgE1Atc8ntM,mountain climber (exercise),0,10,0.0,9.994121,9
1941,qkkg1Bp1m7w,mountain climber (exercise),0,10,0.533867,9.976643,27
1942,q6Sf5jjl8uo,mountain climber (exercise),29,39,29.0,35.464798,15
1943,q9cmUVCejCQ,mountain climber (exercise),0,10,0.233567,1.801802,3
1944,rKxDUp0teo8,mountain climber (exercise),0,10,0.0,6.966667,7
1945,r6dO6ZXWzOw,mountain climber (exercise),59,69,59.0,62.003003,5
1946,r96lRJtfYXY,mountain climber (exercise),6,16,6.0,14.908909,6
1947,sCs5o8QqlC4,mountain climber (exercise),46,56,46.367034,53.474141,10
1948,sEFZ45uYI2c,mountain climber (exercise),45,55,45.0,53.6,13
1949,szlw8XOERl8,mountain climber (exercise),18,28,23.739072,26.842176,4
1950,tExQFWaFJwM,mountain climber (exercise),0,10,0.367034,4.437771,6
1951,tlbxLDgwEcw,mountain climber (exercise),34,44,34.0,37.3,6
1952,uK7EUBdQYGs,mountain climber (exercise),0,10,1.733333,10.0,16
1953,vc2C0B-Mmio,mountain climber (exercise),20,30,26.97364,29.976643,2
1954,vejrt1l5AQM,mountain climber (exercise),62,72,69.033333,72.0,4
1955,wQdW7LJE8vI,mountain climber (exercise),2,12,2.0,10.833333,7
1956,wfzbU6JQQJU,mountain climber (exercise),10,20,10.0,19.976643,7
1957,y3OzOR80dHM,mountain climber (exercise),0,10,0.0,5.972639,15
1958,0CcBSsbQvFg,mountain climber (exercise),0,10,0.0,3.970637,11
1959,0kpaIDrF_hM,mountain climber (exercise),3,13,3.0,12.042376,15
1960,1IVp5oA-aXo,mountain climber (exercise),14,24,14.0,23.991164,4
1961,15qwsMlDRrk,mountain climber (exercise),0,10,0.616667,10.0,7
1962,2m4OGFq2Eto,mountain climber (exercise),0,10,0.0,7.933333,21
1963,2zIHv_kWhOs,mountain climber (exercise),12,22,12.633967,21.976643,6
1964,24rWwULLYvA,mountain climber (exercise),48,58,48.0,51.169837,7
1965,3KB7l9vakic,mountain climber (exercise),85,95,92.791124,94.442776,3
1966,3f8BvoFgzhE,mountain climber (exercise),0,10,0.2002,4.471138,10
1967,37BRxdkQu_o,mountain climber (exercise),50,60,50.0,57.466667,5
1968,4CvpIBOgtYE,mountain climber (exercise),0,10,0.366667,6.566667,17
1969,4w4X-RS6zac,mountain climber (exercise),13,23,13.0,20.090424,14
1970,45vtzmVNclY,mountain climber (exercise),16,26,16.0,26.0,4
1971,5BmtprzYnNk,mountain climber (exercise),9,19,9.0,18.2,22
1972,5kyCnrfo1dg,mountain climber (exercise),8,18,8.0,17.62069,4
1973,6NxSvJ-sfuk,mountain climber (exercise),0,10,0.208559,6.173354,10
1974,6NxSvJ-sfuk,mountain climber (exercise),0,10,7.382998,9.969133,5
1975,6glQQIb5Tc0,mountain climber (exercise),60,70,60.0,63.837171,2
1976,6zBw9IVnqCU,mountain climber (exercise),0,10,0.0,5.827586,23
1977,618m6c3UoVc,mountain climber (exercise),0,10,0.0,5.372039,6
1978,68_ETI6A_lA,mountain climber (exercise),0,10,7.007007,9.976643,7
1979,7BP2kpwkvBY,mountain climber (exercise),12,22,12.0,20.641975,4
1980,7UV-0U1aqnQ,mountain climber (exercise),12,22,12.0,15.64,2
1981,7ihH8eUEJSA,mountain climber (exercise),3,13,3.367684,12.392653,7
1982,8MUKFlFAOHs,mountain climber (exercise),0,10,0.0,2.902903,5
1983,8MUKFlFAOHs,mountain climber (exercise),0,10,5.672339,8.475142,4
1984,8Vo0XKjvGyU,mountain climber (exercise),14,24,14.0,23.976643,19
1985,8gtxBbw7Dy8,mountain climber (exercise),27,37,34.007007,36.943277,3
1986,8x70ER-FoWY,mountain climber (exercise),0,10,0.366667,9.6,19
1987,9BOBcx51Ul4,mountain climber (exercise),0,10,0.633967,9.976643,40
1988,9HMp2bgMR9k,mountain climber (exercise),65,75,65.0,73.28,5
1989,9Vg1ztUd6OE,mountain climber (exercise),0,10,1.301301,9.976643,5
1990,96rvT8LhoyQ,mountain climber (exercise),0,10,7.6,10.0,3
1991,-P7Z6zbTZ_c,mountain climber (exercise),0,10,0.0,7.707708,20
1992,--65_UAU7ao,mountain climber (exercise),0,10,0.216884,6.306306,5
2461,AHwJMCXiM60,pull ups,27,37,27.0,36.943277,4
2462,Akwdggv-91g,pull ups,38,48,38.0,47.926593,4
2463,BYHQ4KptOM4,pull ups,15,25,15.0,21.0,2
2464,Bg2uQMSKXew,pull ups,19,29,19.0,27.9,2
2465,BrtUG9jAsJI,pull ups,2,12,2.766667,11.966667,3
2466,ENr1x2kcNcU,pull ups,160,170,160.0,169.943277,3
2467,E6G-o7adOsg,pull ups,7,17,7.0,16.976643,5
2468,Fy2fOJBuLuc,pull ups,9,19,9.0,18.968302,5
2469,GZz-Ra1nElE,pull ups,4,14,4.0,13.7,4
2470,GjVPcCoTz5U,pull ups,9,19,9.0,18.976643,15
2471,HSrGAlk5ouQ,pull ups,6,16,14.0,16.0,2
2472,HesycfeXGkY,pull ups,2,12,2.0,11.976643,3
2473,HmB1_QAHP0w,pull ups,2,12,2.0,7.233333,2
2474,Iw3X6M-uzbg,pull ups,1,11,4.32,11.0,4
2475,JjfhAAxftEQ,pull ups,0,10,0.0,9.976643,4
2476,KUnNPTXpYE4,pull ups,10,20,15.9,20.0,2
2477,LPQSm5megAo,pull ups,0,10,1.201201,7.107107,3
2478,LUlt4tPj5SQ,pull ups,4,14,4.0,8.337671,3
2479,LxkdL0tGGxE,pull ups,0,10,0.0,4.270938,3
2480,L2_sNxxvmuw,pull ups,0,10,0.0,9.976643,10
2481,MxDffDOCT-Q,pull ups,22,32,22.04,32.0,3
2482,M1YMl8AU94I,pull ups,2,12,2.0,4.950055,2
2483,M1YMl8AU94I,pull ups,2,12,5.70472,11.879254,2
2484,NFcwjLi-rJI,pull ups,12,22,12.0,22.0,3
2485,NvqLMRadijE,pull ups,28,38,29.64,33.0,3
2486,NvqLMRadijE,pull ups,28,38,34.64,36.0,2
2487,N4HNxuOIVEs,pull ups,29,39,29.0,38.976643,7
2488,OhQcWwqQDR4,pull ups,42,52,42.1001,51.976643,3
2489,O4MXIrHhqZo,pull ups,5,15,7.9,14.966667,2
2490,O8YcnJT4ofs,pull ups,0,10,0.5,7.466667,2
2491,O-q0UK1CV-M,pull ups,1,11,1.0,6.36,3
2492,O-q0UK1CV-M,pull ups,1,11,8.2,11.0,2
2493,PFISl6mVwtk,pull ups,45,55,45.0,50.1,2
2494,PTT6LnLSAnY,pull ups,11,21,11.0,18.255983,3
2495,QMlSvIJtR0M,pull ups,4,14,5.037578,13.969775,8
2496,SxNHZthT2ZY,pull ups,7,17,7.0,16.976643,9
2497,TindOf7zyXM,pull ups,36,46,36.0,42.133333,2
2498,TmiLrzwQL9k,pull ups,0,10,0.5,8.766667,2
2499,T42G2fwjorc,pull ups,263,273,264.868535,272.943277,4
2500,Uh9dsi8DgeU,pull ups,62,72,62.0,70.528187,5
2501,Uj7VQlHIltM,pull ups,101,111,101.0,107.239573,5
2502,U7fP08R37EA,pull ups,13,23,18.088422,22.968302,5
2503,VUoItcXFPZ4,pull ups,214,224,214.0,221.474141,2
2504,VXvnQ6vnSTQ,pull ups,4,14,4.0,14.0,3
2505,ViYnvdBMR6g,pull ups,19,29,19.0,29.0,8
2506,WGadHIMsrdU,pull ups,2,12,2.68,12.0,3
2507,Wkp3jAkX8O4,pull ups,3,13,3.966667,13.0,6
2508,W_vw0P8EVwQ,pull ups,220,230,220.0,227.207207,2
2509,Xbg8VJgNQPE,pull ups,5,15,6.3,9.133333,2
2510,XusWRe8zQ5o,pull ups,0,10,3.203203,9.976643,5
2511,YWVwDBOHAIY,pull ups,10,20,10.0,20.0,6
2512,YaHfRx04h4o,pull ups,171,181,171.0,175.08,3
2513,YoY4176oESc,pull ups,28,38,30.833333,37.958333,2
2514,ayzMLAVi7yk,pull ups,9,19,9.0,14.572239,3
2515,bnlI4BASlXI,pull ups,17,27,17.0,26.50951,3
2516,b6hO0rMRYjs,pull ups,98,108,100.166667,105.833333,3
2517,cAzCteOHbs8,pull ups,42,52,42.900901,48.139473,2
2518,cMIycT3cpFg,pull ups,23,33,27.033333,31.166667,2
2519,dP4U9YJrn0M,pull ups,290,300,292.736069,293.370037,2
2520,dcwAzUBtqEw,pull ups,13,23,13.0,17.6,2
2521,eU7N2ythUn8,pull ups,31,41,37.833333,40.966667,2
2522,efQJ44Mk6BM,pull ups,2,12,3.568235,11.976643,5
2523,f7doRCZCwIc,pull ups,78,88,78.0,81.5,2
2524,gTqhkWubSTc,pull ups,142,152,146.571848,151.944604,2
2525,gh77V08SQ34,pull ups,46,56,46.0,54.48,2
2526,iKIKRztPIpQ,pull ups,16,26,16.0,26.0,5
2527,ip9QSaU7bxw,pull ups,20,30,20.0,27.273941,3
2528,i65riznGWiA,pull ups,56,66,61.533333,66.0,4
2529,jC4O7gWJjPk,pull ups,6,16,6.0,10.537871,3
2530,jhXmytynunU,pull ups,1,11,1.0,11.0,5
2531,kBuEWVA9vL8,pull ups,387,397,388.901902,393.639973,2
2532,kGDIhlrBW0M,pull ups,0,10,0.0,7.333333,2
2533,klHQVbogkYw,pull ups,37,47,37.0,44.766667,2
2534,lgdXb6xpFns,pull ups,4,14,4.0,11.173841,3
2535,loJ5MlMt6EU,pull ups,18,28,18.0,20.566667,2
2536,mddh-9tTmRs,pull ups,2,12,2.0,7.2,3
2537,mkSvldU_VUw,pull ups,1,11,1.0,11.0,2
2538,mq1g4JeDNUE,pull ups,2,12,2.0,5.333333,2
2539,mq1g4JeDNUE,pull ups,2,12,9.566667,11.966667,2
2540,onNF_bQxOMg,pull ups,20,30,23.603604,29.676343,2
2541,opoIUl4eXTU,pull ups,0,10,4.166667,10.0,6
2542,pPYiKNX9ixE,pull ups,5,15,10.5,15.0,2
2543,p_uEhbOO_zM,pull ups,0,10,5.7,10.0,3
2544,q9QerhiDQEE,pull ups,1,11,3.202202,10.976643,3
2545,rFRinf9b-Vw,pull ups,1,11,1.0,11.0,2
2546,rXKhJeF0HlU,pull ups,3,13,4.0,9.04,2
2547,reAv60s7fqY,pull ups,0,10,0.133467,8.341675,3
2548,rlgoBYYovXo,pull ups,0,10,0.0,9.976643,2
2549,s59PqZ9TTq0,pull ups,7,17,7.0,12.386544,2
2550,t-CZwdY1UiQ,pull ups,15,25,22.733333,25.0,2
2551,uOhXAckJNv0,pull ups,6,16,6.0,12.317478,2
2552,uwWZ8y17R9o,pull ups,2,12,2.0,10.151699,4
2553,u90afcIihIE,pull ups,8,18,9.301301,17.976643,2
2554,v0KanSlWnPE,pull ups,10,20,10.0,16.366667,3
2555,v4f5T8cPbHA,pull ups,10,20,10.0,17.207207,2
2556,wbgBlaE_wEA,pull ups,89,99,89.0,98.28,2
2557,y2OiEe3K-8c,pull ups,3,13,3.0,12.966667,7
